"Plot-Titel: Dunkle Seite der Macht"
"Anz.","Datum Zeit, GMT+02:00","PAR, µmol/m²/s (LGR S/N: 21901547, SEN S/N: 21894160)","Sonnenstrahlung, W/m² (LGR S/N: 21901547, SEN S/N: 21903639)","Temp., °C (LGR S/N: 21901547, SEN S/N: 21903816, LBL: 2m)","RH, % (LGR S/N: 21901547, SEN S/N: 21903816, LBL: 2m)","Temp., °C (LGR S/N: 21901547, SEN S/N: 21903817, LBL: 0,3m)","RH, % (LGR S/N: 21901547, SEN S/N: 21903817, LBL: 0,3m)"
3457,09.10.25 09:24:14 PM,1.2,0.6,16.035,87.144,15.778,88.994
3458,09.10.25 09:25:14 PM,1.2,0.6,15.971,87.227,15.756,88.995
3459,09.10.25 09:26:14 PM,1.2,0.6,15.928,87.228,15.778,88.972
3460,09.10.25 09:27:14 PM,1.2,0.6,15.885,87.382,15.756,88.952
3461,09.10.25 09:28:14 PM,1.2,0.6,15.864,87.549,15.671,89.154
3462,09.10.25 09:29:14 PM,1.2,0.6,15.821,87.707,15.649,89.137
3463,09.10.25 09:30:14 PM,1.2,0.6,15.778,88.043,15.606,89.204
3464,09.10.25 09:31:14 PM,1.2,0.6,15.735,88.226,15.542,89.554
3465,09.10.25 09:32:14 PM,1.2,0.6,15.671,88.225,15.521,89.671
3466,09.10.25 09:33:14 PM,1.2,0.6,15.585,88.495,15.413,89.883
3467,09.10.25 09:34:14 PM,1.2,0.6,15.542,88.780,15.327,90.051
3468,09.10.25 09:35:14 PM,1.2,0.6,15.478,88.943,15.285,90.213
3469,09.10.25 09:36:14 PM,1.2,0.6,15.413,89.209,15.263,90.359
3470,09.10.25 09:37:14 PM,1.2,0.6,15.413,89.337,15.177,90.684
3471,09.10.25 09:38:14 PM,1.2,0.6,15.349,89.667,15.177,90.854
3472,09.10.25 09:39:14 PM,1.2,0.6,15.327,89.882,15.113,91.357
3473,09.10.25 09:40:14 PM,1.2,0.6,15.370,89.952,15.070,91.484
3474,09.10.25 09:41:14 PM,1.2,0.6,15.263,90.001,15.092,91.489
3475,09.10.25 09:42:14 PM,1.2,0.6,15.199,90.195,15.027,91.595
3476,09.10.25 09:43:14 PM,1.2,0.6,15.177,90.385,14.984,91.591
3477,09.10.25 09:44:14 PM,1.2,0.6,15.134,90.332,14.963,91.745
3478,09.10.25 09:45:14 PM,1.2,0.6,15.092,90.478,14.899,91.788
3479,09.10.25 09:46:14 PM,1.2,0.6,15.006,90.742,14.813,91.928
3480,09.10.25 09:47:14 PM,1.2,0.6,14.963,90.967,14.813,92.189
3481,09.10.25 09:48:14 PM,1.2,0.6,14.963,91.051,14.770,92.360
3482,09.10.25 09:49:14 PM,1.2,0.6,14.920,91.127,14.748,92.406
3483,09.10.25 09:50:14 PM,1.2,0.6,14.877,91.284,14.727,92.404
3484,09.10.25 09:51:14 PM,1.2,0.6,14.856,91.351,14.684,92.300
3485,09.10.25 09:52:14 PM,1.2,0.6,14.834,91.705,14.641,92.396
3486,09.10.25 09:53:14 PM,1.2,0.6,14.770,91.673,14.598,92.630
3487,09.10.25 09:54:14 PM,1.2,0.6,14.770,91.618,14.555,92.596
3488,09.10.25 09:55:14 PM,1.2,0.6,14.727,91.669,14.491,92.355
3489,09.10.25 09:56:14 PM,1.2,0.6,14.705,91.833,14.448,92.268
3490,09.10.25 09:57:14 PM,1.2,0.6,14.684,91.879,14.427,92.564
3491,09.10.25 09:58:14 PM,1.2,0.6,14.598,91.797,14.384,93.182
3492,09.10.25 09:59:14 PM,1.2,0.6,14.577,92.195,14.341,93.347
3493,09.10.25 10:00:14 PM,1.2,0.6,14.598,92.483,14.298,93.486
3494,09.10.25 10:01:14 PM,1.2,0.6,14.598,92.923,14.298,94.076
3495,09.10.25 10:02:14 PM,1.2,0.6,14.555,92.555,14.234,93.814
3496,09.10.25 10:03:14 PM,1.2,0.6,14.555,92.683,14.234,93.930
3497,09.10.25 10:04:14 PM,1.2,0.6,14.555,92.712,14.234,94.166
3498,09.10.25 10:05:14 PM,1.2,0.6,14.577,92.670,14.277,94.478
3499,09.10.25 10:06:14 PM,1.2,0.6,14.577,92.399,14.255,94.363
3500,09.10.25 10:07:14 PM,1.2,0.6,14.512,92.378,14.212,94.249
3501,09.10.25 10:08:14 PM,1.2,0.6,14.491,92.551,14.212,94.191
3502,09.10.25 10:09:14 PM,1.2,0.6,14.427,92.644,14.191,94.108
3503,09.10.25 10:10:14 PM,1.2,0.6,14.405,92.483,14.148,94.173
3504,09.10.25 10:11:14 PM,1.2,0.6,14.362,92.268,14.126,94.061
3505,09.10.25 10:12:14 PM,1.2,0.6,14.277,92.377,14.062,93.710
3506,09.10.25 10:13:14 PM,1.2,0.6,14.212,92.596,14.019,93.718
3507,09.10.25 10:14:14 PM,1.2,0.6,14.234,92.644,14.019,94.089
3508,09.10.25 10:15:14 PM,1.2,0.6,14.212,92.923,14.019,94.168
3509,09.10.25 10:16:14 PM,1.2,0.6,14.212,93.216,13.976,94.228
3510,09.10.25 10:17:14 PM,1.2,0.6,14.212,93.074,13.955,94.255
3511,09.10.25 10:18:14 PM,1.2,0.6,14.169,93.256,13.912,93.993
3512,09.10.25 10:19:14 PM,1.2,0.6,14.169,93.152,13.890,94.054
3513,09.10.25 10:20:14 PM,1.2,0.6,14.169,93.390,13.890,94.153
3514,09.10.25 10:21:14 PM,1.2,0.6,14.169,93.275,13.848,94.667
3515,09.10.25 10:22:14 PM,1.2,0.6,14.148,93.429,13.826,94.643
3516,09.10.25 10:23:14 PM,1.2,0.6,14.105,93.265,13.783,94.411
3517,09.10.25 10:24:14 PM,1.2,0.6,14.083,93.202,13.740,94.424
3518,09.10.25 10:25:14 PM,1.2,0.6,14.041,93.233,13.719,94.322
3519,09.10.25 10:26:14 PM,1.2,0.6,14.019,93.407,13.697,94.409
3520,09.10.25 10:27:14 PM,1.2,0.6,13.976,93.416,13.612,94.624
3521,09.10.25 10:28:14 PM,1.2,0.6,13.933,93.919,13.590,94.951
3522,09.10.25 10:29:14 PM,1.2,0.6,13.955,93.912,13.590,95.473
3523,09.10.25 10:30:14 PM,1.2,0.6,13.912,93.928,13.590,95.416
3524,09.10.25 10:31:14 PM,1.2,0.6,13.933,94.496,13.569,95.377
3525,09.10.25 10:32:14 PM,1.2,0.6,13.976,94.502,13.526,95.233
3526,09.10.25 10:33:14 PM,1.2,0.6,13.976,94.281,13.483,95.225
3527,09.10.25 10:34:14 PM,1.2,0.6,13.933,94.580,13.419,95.151
3528,09.10.25 10:35:14 PM,1.2,0.6,13.998,94.292,13.397,95.137
3529,09.10.25 10:36:14 PM,1.2,0.6,13.976,93.864,13.354,95.221
3530,09.10.25 10:37:14 PM,1.2,0.6,14.019,94.649,13.333,95.581
3531,09.10.25 10:38:14 PM,1.2,0.6,14.126,94.447,13.440,96.144
3532,09.10.25 10:39:14 PM,1.2,0.6,14.126,93.985,13.462,96.274
3533,09.10.25 10:40:14 PM,1.2,0.6,14.105,93.385,13.462,96.309
3534,09.10.25 10:41:14 PM,1.2,0.6,14.083,93.207,13.440,96.291
3535,09.10.25 10:42:14 PM,1.2,0.6,14.062,93.228,13.440,96.283
3536,09.10.25 10:43:14 PM,1.2,0.6,13.998,93.248,13.419,96.159
3537,09.10.25 10:44:14 PM,1.2,0.6,14.019,93.489,13.397,96.063
3538,09.10.25 10:45:14 PM,1.2,0.6,13.955,93.745,13.397,96.075
3539,09.10.25 10:46:14 PM,1.2,0.6,13.998,93.925,13.376,96.071
3540,09.10.25 10:47:14 PM,1.2,0.6,13.955,93.843,13.397,96.150
3541,09.10.25 10:48:14 PM,1.2,0.6,13.998,93.742,13.397,96.301
3542,09.10.25 10:49:14 PM,1.2,0.6,13.933,93.686,13.419,96.268
3543,09.10.25 10:50:14 PM,1.2,0.6,13.933,93.523,13.376,96.236
3544,09.10.25 10:51:14 PM,1.2,0.6,13.912,93.706,13.397,96.233
3545,09.10.25 10:52:14 PM,1.2,0.6,13.912,94.044,13.354,96.130
3546,09.10.25 10:53:14 PM,1.2,0.6,13.933,94.347,13.354,96.172
3547,09.10.25 10:54:14 PM,1.2,0.6,13.933,94.258,13.354,96.287
3548,09.10.25 10:55:14 PM,1.2,0.6,14.019,94.249,13.419,96.489
3549,09.10.25 10:56:14 PM,1.2,0.6,13.998,94.006,13.397,96.448
3550,09.10.25 10:57:14 PM,1.2,0.6,14.019,93.452,13.440,96.521
3551,09.10.25 10:58:14 PM,1.2,0.6,13.998,93.568,13.483,96.515
3552,09.10.25 10:59:14 PM,1.2,0.6,14.019,93.466,13.483,96.519
3553,09.10.25 11:00:14 PM,1.2,0.6,14.019,93.765,13.526,96.455
3554,09.10.25 11:01:14 PM,1.2,0.6,14.019,93.599,13.504,96.434
3555,09.10.25 11:02:14 PM,1.2,0.6,14.041,93.732,13.504,96.332
3556,09.10.25 11:03:14 PM,1.2,0.6,14.148,93.861,13.504,96.493
3557,09.10.25 11:04:14 PM,1.2,0.6,14.169,93.376,13.569,96.547
3558,09.10.25 11:05:14 PM,1.2,0.6,14.191,93.326,13.569,96.622
3559,09.10.25 11:06:14 PM,1.2,0.6,14.255,92.930,13.633,96.712
3560,09.10.25 11:07:14 PM,1.2,0.6,14.298,92.921,13.676,96.553
3561,09.10.25 11:08:14 PM,1.2,0.6,14.298,92.711,13.655,96.469
3562,09.10.25 11:09:14 PM,1.2,0.6,14.255,92.084,13.697,96.153
3563,09.10.25 11:10:14 PM,1.2,0.6,14.126,91.934,13.633,95.590
3564,09.10.25 11:11:14 PM,1.2,0.6,14.126,92.862,13.633,95.636
3565,09.10.25 11:12:14 PM,1.2,0.6,14.062,92.300,13.612,95.418
3566,09.10.25 11:13:14 PM,1.2,0.6,13.998,92.528,13.569,95.270
3567,09.10.25 11:14:14 PM,1.2,0.6,13.976,92.653,13.590,95.155
3568,09.10.25 11:15:14 PM,1.2,0.6,13.955,93.349,13.569,95.439
3569,09.10.25 11:16:14 PM,1.2,0.6,13.998,93.866,13.590,95.999
3570,09.10.25 11:17:14 PM,1.2,0.6,14.105,93.532,13.612,96.194
3571,09.10.25 11:18:14 PM,1.2,0.6,14.148,93.037,13.633,96.164
3572,09.10.25 11:19:14 PM,1.2,0.6,14.169,92.770,13.612,96.031
3573,09.10.25 11:20:14 PM,1.2,0.6,14.126,93.097,13.612,95.903
3574,09.10.25 11:21:14 PM,1.2,0.6,14.126,93.310,13.633,95.911
3575,09.10.25 11:22:14 PM,1.2,0.6,14.169,93.407,13.633,96.045
3576,09.10.25 11:23:14 PM,1.2,0.6,14.148,93.198,13.697,95.949
3577,09.10.25 11:24:14 PM,1.2,0.6,14.212,92.674,13.719,95.880
3578,09.10.25 11:25:14 PM,1.2,0.6,14.169,92.708,13.719,95.576
3579,09.10.25 11:26:14 PM,1.2,0.6,14.148,92.724,13.697,95.453
3580,09.10.25 11:27:14 PM,1.2,0.6,14.083,92.624,13.697,95.377
3581,09.10.25 11:28:14 PM,1.2,0.6,14.083,92.667,13.697,95.132
3582,09.10.25 11:29:14 PM,1.2,0.6,13.998,93.097,13.633,95.180
3583,09.10.25 11:30:14 PM,1.2,0.6,13.976,93.198,13.590,95.045
3584,09.10.25 11:31:14 PM,1.2,0.6,13.955,93.347,13.590,94.914
3585,09.10.25 11:32:14 PM,1.2,0.6,13.933,94.070,13.547,95.219
3586,09.10.25 11:33:14 PM,1.2,0.6,13.933,93.880,13.547,95.293
3587,09.10.25 11:34:14 PM,1.2,0.6,13.933,93.779,13.526,95.508
3588,09.10.25 11:35:14 PM,1.2,0.6,13.933,93.874,13.547,95.624
3589,09.10.25 11:36:14 PM,1.2,0.6,13.933,94.136,13.547,95.702
3590,09.10.25 11:37:14 PM,1.2,0.6,13.998,94.347,13.569,95.839
3591,09.10.25 11:38:14 PM,1.2,0.6,14.062,93.545,13.569,95.857
3592,09.10.25 11:39:14 PM,1.2,0.6,14.019,93.375,13.569,95.782
3593,09.10.25 11:40:14 PM,1.2,0.6,14.019,93.548,13.526,95.727
3594,09.10.25 11:41:14 PM,1.2,0.6,13.998,93.248,13.526,95.683
3595,09.10.25 11:42:14 PM,1.2,0.6,13.976,93.356,13.547,95.789
3596,09.10.25 11:43:14 PM,1.2,0.6,13.976,93.068,13.504,95.784
3597,09.10.25 11:44:14 PM,1.2,0.6,13.912,93.225,13.483,95.642
3598,09.10.25 11:45:14 PM,1.2,0.6,13.912,93.225,13.504,95.586
3599,09.10.25 11:46:14 PM,1.2,0.6,13.848,93.292,13.483,95.459
3600,09.10.25 11:47:14 PM,1.2,0.6,13.826,93.278,13.462,95.448
3601,09.10.25 11:48:14 PM,1.2,0.6,13.805,93.759,13.419,95.444
3602,09.10.25 11:49:14 PM,1.2,0.6,13.762,93.971,13.397,95.729
3603,09.10.25 11:50:14 PM,1.2,0.6,13.848,94.565,13.376,95.833
3604,09.10.25 11:51:14 PM,1.2,0.6,13.869,94.516,13.354,95.825
3605,09.10.25 11:52:14 PM,1.2,0.6,13.912,94.488,13.354,96.410
3606,09.10.25 11:53:14 PM,1.2,0.6,13.976,94.382,13.376,96.584
3607,09.10.25 11:54:14 PM,1.2,0.6,14.041,94.154,13.440,96.777
3608,09.10.25 11:55:14 PM,1.2,0.6,14.062,93.870,13.419,96.764
3609,09.10.25 11:56:14 PM,1.2,0.6,14.062,93.896,13.440,96.854
3610,09.10.25 11:57:14 PM,1.2,0.6,14.169,93.692,13.504,96.905
3611,09.10.25 11:58:14 PM,1.2,0.6,14.191,93.495,13.504,97.032
3612,09.10.25 11:59:14 PM,1.2,0.6,14.234,93.548,13.526,96.974
3613,09.11.25 12:00:14 AM,1.2,0.6,14.234,93.243,13.547,96.977
3614,09.11.25 12:01:14 AM,1.2,0.6,14.234,93.274,13.590,96.970
3615,09.11.25 12:02:14 AM,1.2,0.6,14.277,93.123,13.590,96.873
3616,09.11.25 12:03:14 AM,1.2,0.6,14.277,92.908,13.569,96.745
3617,09.11.25 12:04:14 AM,1.2,0.6,14.255,92.900,13.547,96.602
3618,09.11.25 12:05:14 AM,1.2,0.6,14.191,92.711,13.569,96.493
3619,09.11.25 12:06:14 AM,1.2,0.6,14.148,92.882,13.504,96.384
3620,09.11.25 12:07:14 AM,1.2,0.6,14.083,92.456,13.483,96.214
3621,09.11.25 12:08:14 AM,1.2,0.6,13.998,93.201,13.440,96.098
3622,09.11.25 12:09:14 AM,1.2,0.6,13.955,93.074,13.419,96.104
3623,09.11.25 12:10:14 AM,1.2,0.6,13.890,93.074,13.397,96.040
3624,09.11.25 12:11:14 AM,1.2,0.6,13.869,93.014,13.354,95.949
3625,09.11.25 12:12:14 AM,1.2,0.6,13.826,93.233,13.311,95.830
3626,09.11.25 12:13:14 AM,1.2,0.6,13.762,93.324,13.247,95.645
3627,09.11.25 12:14:14 AM,1.2,0.6,13.697,93.764,13.183,95.619
3628,09.11.25 12:15:14 AM,1.2,0.6,13.655,93.860,13.183,95.732
3629,09.11.25 12:16:14 AM,1.2,0.6,13.612,94.061,13.161,95.796
3630,09.11.25 12:17:14 AM,1.2,0.6,13.590,94.455,13.118,95.801
3631,09.11.25 12:18:14 AM,1.2,0.6,13.676,94.803,13.097,96.089
3632,09.11.25 12:19:14 AM,1.2,0.6,13.676,94.868,13.118,96.382
3633,09.11.25 12:20:14 AM,1.2,0.6,13.697,94.832,13.161,96.558
3634,09.11.25 12:21:14 AM,1.2,0.6,13.762,94.575,13.226,96.722
3635,09.11.25 12:22:14 AM,1.2,0.6,13.783,94.649,13.290,96.970
3636,09.11.25 12:23:14 AM,1.2,0.6,13.805,94.510,13.333,96.945
3637,09.11.25 12:24:14 AM,1.2,0.6,13.869,94.423,13.333,96.942
3638,09.11.25 12:25:14 AM,1.2,0.6,13.848,94.148,13.354,96.945
3639,09.11.25 12:26:14 AM,1.2,0.6,13.826,94.162,13.397,96.951
3640,09.11.25 12:27:14 AM,1.2,0.6,13.826,94.377,13.419,96.991
3641,09.11.25 12:28:14 AM,1.2,0.6,13.869,94.530,13.397,97.020
3642,09.11.25 12:29:14 AM,1.2,0.6,13.890,94.112,13.462,96.963
3643,09.11.25 12:30:14 AM,1.2,0.6,13.890,94.667,13.419,96.817
3644,09.11.25 12:31:14 AM,1.2,0.6,13.890,94.594,13.419,96.919
3645,09.11.25 12:32:14 AM,1.2,0.6,13.912,94.667,13.440,97.093
3646,09.11.25 12:33:14 AM,1.2,0.6,13.998,94.734,13.526,97.258
3647,09.11.25 12:34:14 AM,1.2,0.6,14.041,94.575,13.547,97.166
3648,09.11.25 12:35:14 AM,1.2,0.6,14.019,94.342,13.590,97.124
3649,09.11.25 12:36:14 AM,1.2,0.6,14.062,94.493,13.590,97.043
3650,09.11.25 12:37:14 AM,1.2,0.6,14.041,94.478,13.590,96.970
3651,09.11.25 12:38:14 AM,1.2,0.6,14.041,93.811,13.612,96.945
3652,09.11.25 12:39:14 AM,1.2,0.6,14.062,93.722,13.569,96.777
3653,09.11.25 12:40:14 AM,1.2,0.6,13.976,94.144,13.569,96.638
3654,09.11.25 12:41:14 AM,1.2,0.6,13.955,93.880,13.526,96.460
3655,09.11.25 12:42:14 AM,1.2,0.6,13.912,94.240,13.483,96.233
3656,09.11.25 12:43:14 AM,1.2,0.6,13.912,94.713,13.440,96.268
3657,09.11.25 12:44:14 AM,1.2,0.6,13.869,94.827,13.354,96.306
3658,09.11.25 12:45:14 AM,1.2,0.6,13.912,94.946,13.354,96.309
3659,09.11.25 12:46:14 AM,1.2,0.6,13.890,94.868,13.311,96.341
3660,09.11.25 12:47:14 AM,1.2,0.6,13.912,95.087,13.376,96.634
3661,09.11.25 12:48:14 AM,1.2,0.6,13.933,95.087,13.440,97.098
3662,09.11.25 12:49:14 AM,1.2,0.6,13.912,95.070,13.462,97.171
3663,09.11.25 12:50:14 AM,1.2,0.6,13.976,94.977,13.526,97.125
3664,09.11.25 12:51:14 AM,1.2,0.6,13.998,94.891,13.504,97.093
3665,09.11.25 12:52:14 AM,1.2,0.6,14.019,94.800,13.569,97.098
3666,09.11.25 12:53:14 AM,1.2,0.6,14.062,94.461,13.590,97.253
3667,09.11.25 12:54:14 AM,1.2,0.6,14.062,94.209,13.633,97.185
3668,09.11.25 12:55:14 AM,1.2,0.6,14.041,93.933,13.612,96.959
3669,09.11.25 12:56:14 AM,1.2,0.6,13.998,93.654,13.590,96.817
3670,09.11.25 12:57:14 AM,1.2,0.6,13.933,93.677,13.590,96.666
3671,09.11.25 12:58:14 AM,1.2,0.6,13.912,93.745,13.569,96.535
3672,09.11.25 12:59:14 AM,1.2,0.6,13.826,94.108,13.483,96.378
3673,09.11.25 01:00:14 AM,1.2,0.6,13.762,94.525,13.504,96.364
3674,09.11.25 01:01:14 AM,1.2,0.6,13.719,94.434,13.526,96.384
3675,09.11.25 01:02:14 AM,1.2,0.6,13.719,94.502,13.483,96.432
3676,09.11.25 01:03:14 AM,1.2,0.6,13.655,94.456,13.462,96.356
3677,09.11.25 01:04:14 AM,1.2,0.6,13.612,94.473,13.419,96.272
3678,09.11.25 01:05:14 AM,1.2,0.6,13.612,94.882,13.397,96.249
3679,09.11.25 01:06:14 AM,1.2,0.6,13.590,95.142,13.354,96.255
3680,09.11.25 01:07:14 AM,1.2,0.6,13.655,95.402,13.376,96.439
3681,09.11.25 01:08:14 AM,1.2,0.6,13.655,95.257,13.354,96.492
3682,09.11.25 01:09:14 AM,1.2,0.6,13.697,95.344,13.354,96.661
3683,09.11.25 01:10:14 AM,1.2,0.6,13.697,95.370,13.419,96.739
3684,09.11.25 01:11:14 AM,1.2,0.6,13.697,95.261,13.440,96.805
3685,09.11.25 01:12:14 AM,1.2,0.6,13.633,95.004,13.419,96.841
3686,09.11.25 01:13:14 AM,1.2,0.6,13.655,94.734,13.397,96.739
3687,09.11.25 01:14:14 AM,1.2,0.6,13.612,94.676,13.376,96.725
3688,09.11.25 01:15:14 AM,1.2,0.6,13.590,94.749,13.354,96.606
3689,09.11.25 01:16:14 AM,1.2,0.6,13.547,94.766,13.290,96.576
3690,09.11.25 01:17:14 AM,1.2,0.6,13.526,94.922,13.268,96.521
3691,09.11.25 01:18:14 AM,1.2,0.6,13.504,95.151,13.268,96.489
3692,09.11.25 01:19:14 AM,1.2,0.6,13.547,95.462,13.290,96.622
3693,09.11.25 01:20:14 AM,1.2,0.6,13.590,95.544,13.290,96.776
3694,09.11.25 01:21:14 AM,1.2,0.6,13.633,95.366,13.290,96.844
3695,09.11.25 01:22:14 AM,1.2,0.6,13.590,95.377,13.311,96.876
3696,09.11.25 01:23:14 AM,1.2,0.6,13.655,95.431,13.311,96.890
3697,09.11.25 01:24:14 AM,1.2,0.6,13.655,95.523,13.354,96.997
3698,09.11.25 01:25:14 AM,1.2,0.6,13.676,95.477,13.376,97.024
3699,09.11.25 01:26:14 AM,1.2,0.6,13.655,95.496,13.397,97.075
3700,09.11.25 01:27:14 AM,1.2,0.6,13.697,95.344,13.397,97.055
3701,09.11.25 01:28:14 AM,1.2,0.6,13.697,95.370,13.397,97.084
3702,09.11.25 01:29:14 AM,1.2,0.6,13.719,95.024,13.376,97.064
3703,09.11.25 01:30:14 AM,1.2,0.6,13.676,94.858,13.376,97.009
3704,09.11.25 01:31:14 AM,1.2,0.6,13.676,94.873,13.354,96.910
3705,09.11.25 01:32:14 AM,1.2,0.6,13.633,94.881,13.376,96.878
3706,09.11.25 01:33:14 AM,1.2,0.6,13.612,94.936,13.311,96.851
3707,09.11.25 01:34:14 AM,1.2,0.6,13.590,95.128,13.311,96.799
3708,09.11.25 01:35:14 AM,1.2,0.6,13.633,95.134,13.333,96.803
3709,09.11.25 01:36:14 AM,1.2,0.6,13.633,95.244,13.311,96.832
3710,09.11.25 01:37:14 AM,1.2,0.6,13.633,95.344,13.290,96.872
3711,09.11.25 01:38:14 AM,1.2,0.6,13.612,95.421,13.354,97.029
3712,09.11.25 01:39:14 AM,1.2,0.6,13.697,95.285,13.419,97.148
3713,09.11.25 01:40:14 AM,1.2,0.6,13.762,95.077,13.462,97.096
3714,09.11.25 01:41:14 AM,1.2,0.6,13.805,94.903,13.419,97.110
3715,09.11.25 01:42:14 AM,1.2,0.6,13.762,94.401,13.397,97.047
3716,09.11.25 01:43:14 AM,1.2,0.6,13.676,94.235,13.354,96.945
3717,09.11.25 01:44:14 AM,1.2,0.6,13.655,94.231,13.376,96.799
3718,09.11.25 01:45:14 AM,1.2,0.6,13.633,94.411,13.333,96.732
3719,09.11.25 01:46:14 AM,1.2,0.6,13.590,94.258,13.311,96.510
3720,09.11.25 01:47:14 AM,1.2,0.6,13.483,94.354,13.247,96.446
3721,09.11.25 01:48:14 AM,1.2,0.6,13.504,94.585,13.226,96.359
3722,09.11.25 01:49:14 AM,1.2,0.6,13.462,94.308,13.183,96.199
3723,09.11.25 01:50:14 AM,1.2,0.6,13.376,94.447,13.140,96.182
3724,09.11.25 01:51:14 AM,1.2,0.6,13.333,94.475,13.097,96.162
3725,09.11.25 01:52:14 AM,1.2,0.6,13.290,94.690,13.075,96.246
3726,09.11.25 01:53:14 AM,1.2,0.6,13.290,95.000,13.097,96.411
3727,09.11.25 01:54:14 AM,1.2,0.6,13.268,95.032,13.097,96.484
3728,09.11.25 01:55:14 AM,1.2,0.6,13.183,95.024,13.097,96.497
3729,09.11.25 01:56:14 AM,1.2,0.6,13.204,95.119,13.075,96.507
3730,09.11.25 01:57:14 AM,1.2,0.6,13.118,94.826,13.033,96.356
3731,09.11.25 01:58:14 AM,1.2,0.6,13.118,95.055,13.011,96.342
3732,09.11.25 01:59:14 AM,1.2,0.6,13.054,95.129,13.011,96.400
3733,09.11.25 02:00:14 AM,1.2,0.6,13.033,95.201,12.968,96.410
3734,09.11.25 02:01:14 AM,1.2,0.6,13.033,95.293,12.925,96.407
3735,09.11.25 02:02:14 AM,1.2,0.6,12.968,95.398,12.947,96.355
3736,09.11.25 02:03:14 AM,1.2,0.6,12.968,95.418,12.882,96.388
3737,09.11.25 02:04:14 AM,1.2,0.6,12.968,95.535,12.882,96.396
3738,09.11.25 02:05:14 AM,1.2,0.6,12.925,95.647,12.840,96.414
3739,09.11.25 02:06:14 AM,1.2,0.6,12.925,95.700,12.818,96.378
3740,09.11.25 02:07:14 AM,1.2,0.6,12.947,95.805,12.818,96.460
3741,09.11.25 02:08:14 AM,1.2,0.6,12.968,95.496,12.797,96.547
3742,09.11.25 02:09:14 AM,1.2,0.6,12.925,95.663,12.775,96.556
3743,09.11.25 02:10:14 AM,1.2,0.6,12.925,95.608,12.818,96.590
3744,09.11.25 02:11:14 AM,1.2,0.6,12.882,95.512,12.797,96.580
3745,09.11.25 02:12:14 AM,1.2,0.6,12.882,95.508,12.775,96.457
3746,09.11.25 02:13:14 AM,1.2,0.6,12.840,95.601,12.711,96.489
3747,09.11.25 02:14:14 AM,1.2,0.6,12.861,95.650,12.711,96.414
3748,09.11.25 02:15:14 AM,1.2,0.6,12.882,95.874,12.689,96.434
3749,09.11.25 02:16:14 AM,1.2,0.6,12.840,95.834,12.668,96.452
3750,09.11.25 02:17:14 AM,1.2,0.6,12.818,95.550,12.646,96.464
3751,09.11.25 02:18:14 AM,1.2,0.6,12.818,95.569,12.604,96.507
3752,09.11.25 02:19:14 AM,1.2,0.6,12.818,95.544,12.625,96.553
3753,09.11.25 02:20:14 AM,1.2,0.6,12.775,95.224,12.561,96.594
3754,09.11.25 02:21:14 AM,1.2,0.6,12.711,95.352,12.604,96.617
3755,09.11.25 02:22:14 AM,1.2,0.6,12.668,95.485,12.625,96.588
3756,09.11.25 02:23:14 AM,1.2,0.6,12.646,95.430,12.561,96.526
3757,09.11.25 02:24:14 AM,1.2,0.6,12.625,95.349,12.539,96.434
3758,09.11.25 02:25:14 AM,1.2,0.6,12.582,95.370,12.496,96.419
3759,09.11.25 02:26:14 AM,1.2,0.6,12.604,95.592,12.475,96.503
3760,09.11.25 02:27:14 AM,1.2,0.6,12.561,95.590,12.432,96.464
3761,09.11.25 02:28:14 AM,1.2,0.6,12.539,95.512,12.432,96.396
3762,09.11.25 02:29:14 AM,1.2,0.6,12.496,95.494,12.368,96.388
3763,09.11.25 02:30:14 AM,1.2,0.6,12.475,95.628,12.346,96.315
3764,09.11.25 02:31:14 AM,1.2,0.6,12.475,95.915,12.325,96.341
3765,09.11.25 02:32:14 AM,1.2,0.6,12.475,96.098,12.282,96.416
3766,09.11.25 02:33:14 AM,1.2,0.6,12.518,96.240,12.303,96.625
3767,09.11.25 02:34:14 AM,1.2,0.6,12.518,96.291,12.282,96.782
3768,09.11.25 02:35:14 AM,1.2,0.6,12.496,96.263,12.282,96.741
3769,09.11.25 02:36:14 AM,1.2,0.6,12.453,96.098,12.260,96.796
3770,09.11.25 02:37:14 AM,1.2,0.6,12.475,96.094,12.239,96.876
3771,09.11.25 02:38:14 AM,1.2,0.6,12.475,96.077,12.218,96.869
3772,09.11.25 02:39:14 AM,1.2,0.6,12.453,95.981,12.196,96.945
3773,09.11.25 02:40:14 AM,1.2,0.6,12.432,96.068,12.239,97.116
3774,09.11.25 02:41:14 AM,1.2,0.6,12.453,96.103,12.282,97.162
3775,09.11.25 02:42:14 AM,1.2,0.6,12.389,95.967,12.260,97.151
3776,09.11.25 02:43:14 AM,1.2,0.6,12.368,95.975,12.282,97.189
3777,09.11.25 02:44:14 AM,1.2,0.6,12.368,96.118,12.260,97.166
3778,09.11.25 02:45:14 AM,1.2,0.6,12.368,96.173,12.218,97.206
3779,09.11.25 02:46:14 AM,1.2,0.6,12.346,96.167,12.260,97.194
3780,09.11.25 02:47:14 AM,1.2,0.6,12.368,96.075,12.260,97.256
3781,09.11.25 02:48:14 AM,1.2,0.6,12.389,96.013,12.260,97.206
3782,09.11.25 02:49:14 AM,1.2,0.6,12.325,96.054,12.239,97.156
